123:(APIServer pid=1) INFO 06-11 10:53:06 [loggers.py:273] Engine 000: Avg prompt throughput: 0.4 tokens/s, Avg generation throughput: 1.0 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.3%, Prefix cache hit rate: 0.0%
141:(APIServer pid=1) INFO 06-11 10:53:56 [metrics.py:156] DiffusionDecoding metrics: Committed token throughput: 25.60 tokens/s, Mean denoising steps per canvas: 46.00, Mean tokens committed per denoising step: 5.57, Committed: 256 tokens, Denoising steps: 46, Canvas positions evaluated: 11776
143:(APIServer pid=1) INFO 06-11 10:54:06 [loggers.py:273] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 25.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.9%, Prefix cache hit rate: 65.5%
144:(APIServer pid=1) INFO 06-11 10:54:06 [metrics.py:156] DiffusionDecoding metrics: Committed token throughput: 25.60 tokens/s, Mean denoising steps per canvas: 47.00, Mean tokens committed per denoising step: 5.45, Committed: 256 tokens, Denoising steps: 47, Canvas positions evaluated: 12032
145:(APIServer pid=1) INFO 06-11 10:54:16 [loggers.py:273] Engine 000: Avg prompt throughput: 2.6 tokens/s, Avg generation throughput: 25.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.9%, Prefix cache hit rate: 65.5%
146:(APIServer pid=1) INFO 06-11 10:54:16 [metrics.py:156] DiffusionDecoding metrics: Committed token throughput: 25.60 tokens/s, Mean denoising steps per canvas: 50.00, Mean tokens committed per denoising step: 5.12, Committed: 256 tokens, Denoising steps: 50, Canvas positions evaluated: 12800
151:(APIServer pid=1) INFO 06-11 10:54:26 [loggers.py:273] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 25.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.1%, Prefix cache hit rate: 49.6%
152:(APIServer pid=1) INFO 06-11 10:54:26 [metrics.py:156] DiffusionDecoding metrics: Committed token throughput: 25.60 tokens/s, Mean denoising steps per canvas: 38.00, Mean tokens committed per denoising step: 6.74, Committed: 256 tokens, Denoising steps: 38, Canvas positions evaluated: 9728
154:(APIServer pid=1) INFO 06-11 10:54:36 [loggers.py:273] Engine 000: Avg prompt throughput: 401.5 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.1%, Prefix cache hit rate: 66.1%
155:(APIServer pid=1) INFO 06-11 10:54:36 [metrics.py:156] DiffusionDecoding metrics: Committed token throughput: 25.59 tokens/s, Mean denoising steps per canvas: 46.00, Mean tokens committed per denoising step: 5.57, Committed: 256 tokens, Denoising steps: 46, Canvas positions evaluated: 11776
157:(APIServer pid=1) INFO 06-11 10:54:46 [loggers.py:273] Engine 000: Avg prompt throughput: 1.6 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.1%, Prefix cache hit rate: 74.4%
158:(APIServer pid=1) INFO 06-11 10:54:46 [metrics.py:156] DiffusionDecoding metrics: Committed token throughput: 25.60 tokens/s, Mean denoising steps per canvas: 47.00, Mean tokens committed per denoising step: 5.45, Committed: 256 tokens, Denoising steps: 47, Canvas positions evaluated: 12032
